MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";18;"CALLE";"ALONSO DE PROAZA                                  ";"ALONSO DE PROAZA         "
44;"OVIEDO                                            ";19;"CALLE";"ALONSO DE QUINTANILLA                             ";"ALONSO DE QUINTANILLA    "
44;"OVIEDO                                            ";3302;"LUGAR";"ALPERI                                            ";"ALPERI                   "
44;"OVIEDO                                            ";20;"CALLE";"ALTAMIRANO                                        ";"ALTAMIRANO               "
44;"OVIEDO                                            ";21;"CALLE";"ALVAREZ LORENZANA                                 ";"ALVAREZ LORENZANA        "
44;"OVIEDO                                            ";2712;"LUGAR";"ALVARI                                            ";"ALVARI                   "
44;"OVIEDO                                            ";560;"CALLE";"ALVARO DE ALBORNOZ                                ";"ALVARO DE ALBORNOZ       "
44;"OVIEDO                                            ";22;"CALLE";"ALVARO FLOREZ ESTRADA                             ";"ALVARO FLOREZ ESTRADA    "
44;"OVIEDO                                            ";23;"PLAZA";"AMERICA DE                                        ";"AMERICA DE               "
44;"OVIEDO                                            ";491;"CALLE";"AMPARO PEDREGAL                                   ";"AMPARO PEDREGAL          "
44;"OVIEDO                                            ";778;"CALLE";"AMSTERDAM                                         ";"AMSTERDAM                "
44;"OVIEDO                                            ";4067;"PLAZA";"ANA GARCIA                                        ";"ANA GARCIA               "
44;"OVIEDO                                            ";681;"CALLE";"ANABEL SANTIAGO SANCHEZ                           ";"ANABEL SANTIAGO SANCHEZ  "
44;"OVIEDO                                            ";24;"CALLE";"ANGEL CAÑEDO                                      ";"ANGEL CAÑEDO             "
44;"OVIEDO                                            ";4164;"CALLE";"ANGEL DEL RIO URIBE                               ";"ANGEL DEL RIO URIBE      "
44;"OVIEDO                                            ";4073;"PLAZA";"ANGEL GONZALEZ                                    ";"ANGEL GONZALEZ           "
44;"OVIEDO                                            ";25;"CALLE";"ANGEL MUÑIZ TOCA                                  ";"ANGEL MUÑIZ TOCA         "
44;"OVIEDO                                            ";4133;"CALLE";"ANGELES MUÑIZ HERES (GELINOS)                     ";"ANGELES MUÑIZ H (GELINOS)"
44;"OVIEDO                                            ";26;"CALLE";"ANGUSTIAS PINTO                                   ";"ANGUSTIAS PINTO          "
44;"OVIEDO                                            ";27;"CALLE";"ANICETO SELA                                      ";"ANICETO SELA             "
44;"OVIEDO                                            ";3101;"LUGAR";"ANIEVES                                           ";"ANIEVES                  "
44;"OVIEDO                                            ";777;"CALLE";"ANITA FRATARCANGELI                               ";"ANITA FRATARCANGELI      "
44;"OVIEDO                                            ";28;"CALLE";"ANTIDIO VELASCO                                   ";"ANTIDIO VELASCO          "
44;"OVIEDO                                            ";611;"PASEO";"ANTONIO GARCIA OLIVEROS                           ";"ANTONIO GARCIA OLIVEROS  "
44;"OVIEDO                                            ";656;"CALLE";"ANTONIO MARTINEZ VEGA                             ";"ANTONIO MARTINEZ VEGA    "
44;"OVIEDO                                            ";29;"CALLE";"ANTONIO MAURA                                     ";"ANTONIO MAURA            "
44;"OVIEDO                                            ";761;"CALLE";"ANTONIO SANCHEZ VALDES ""ANTON""                    ";"A. SANCHEZ VALDES ""ANTON"""
44;"OVIEDO                                            ";30;"CALLE";"ANTRACITA LA                                      ";"ANTRACITA LA             "
44;"OVIEDO                                            ";4010;"CALLE";"ARANCEDO                                          ";"ARANCEDO                 "
44;"OVIEDO                                            ";4070;"CALLE";"ARANJUEZ                                          ";"ARANJUEZ                 "
44;"OVIEDO                                            ";31;"CALLE";"ARCIPRESTE DE HITA                                ";"ARCIPRESTE DE HITA       "
44;"OVIEDO                                            ";32;"CALLE";"ARCO DE LOS ZAPATOS                               ";"ARCO DE LOS ZAPATOS      "
44;"OVIEDO                                            ";3601;"LUGAR";"ARENALES LOS                                      ";"ARENALES LOS             "
44;"OVIEDO                                            ";33;"LUGAR";"ARENALES LOS-SAN LAZARO                           ";"ARENALES LOS-SAN LAZARO  "
44;"OVIEDO                                            ";2701;"LUGAR";"AREÑES                                            ";"AREÑES                   "
44;"OVIEDO                                            ";34;"CALLE";"ARGAÑOSA                                          ";"ARGAÑOSA                 "
44;"OVIEDO                                            ";3303;"LUGAR";"ARGOLLANES                                        ";"ARGOLLANES               "
44;"OVIEDO                                            ";35;"CALLE";"ARGÜELLES                                         ";"ARGÜELLES                "
44;"OVIEDO                                            ";3304;"LUGAR";"ARGUMAL EL                                        ";"ARGUMAL EL               "
44;"OVIEDO                                            ";36;"CALLE";"ARMANDO COLLAR                                    ";"ARMANDO COLLAR           "
44;"OVIEDO                                            ";37;"CALLE";"ARMANDO OJANGUREN                                 ";"ARMANDO OJANGUREN        "
44;"OVIEDO                                            ";1701;"LUGAR";"ARMATILLA DE ABAJO                                ";"ARMATILLA DE ABAJO       "
44;"OVIEDO                                            ";1702;"LUGAR";"ARMATILLA DE ARRIBA                               ";"ARMATILLA DE ARRIBA      "
44;"OVIEDO                                            ";2401;"LUGAR";"ARQUERA LA                                        ";"ARQUERA LA               "
44;"OVIEDO                                            ";38;"CALLE";"ARQUITECTO REGUERA                                ";"ARQUITECTO REGUERA       "
44;"OVIEDO                                            ";39;"CALLE";"ARQUITECTO TIODA                                  ";"ARQUITECTO TIODA         "
44;"OVIEDO                                            ";528;"CALLE";"ARQUITECTOS GALAN                                 ";"ARQUITECTOS GALAN        "
44;"OVIEDO                                            ";748;"CALLE";"ARROYO VAQUEROS                                   ";"ARROYO VAQUEROS          "
44;"OVIEDO                                            ";4052;"PSAJE";"ARTIGÜELA                                         ";"ARTIGÜELA                "
44;"OVIEDO                                            ";40;"CALLE";"ARTURO ALVAREZ-BUYLLA                             ";"ARTURO ALVAREZ-BUYLLA    "
44;"OVIEDO                                            ";1614;"PQUE ";"ARTURO FERNANDEZ                                  ";"ARTURO FERNANDEZ         "
44;"OVIEDO                                            ";41;"CALLE";"ARZOBISPO GUISASOLA                               ";"ARZOBISPO GUISASOLA      "
44;"OVIEDO                                            ";42;"CALLE";"ARZOBISPO LAUZURICA                               ";"ARZOBISPO LAUZURICA      "
44;"OVIEDO                                            ";43;"CALLE";"ASTURCON                                          ";"ASTURCON                 "
44;"OVIEDO                                            ";44;"CALLE";"ASTURIAS                                          ";"ASTURIAS                 "
44;"OVIEDO                                            ";682;"CALLE";"ATAULFO LADA CAMBLOR                              ";"ATAULFO LADA CAMBLOR     "
44;"OVIEDO                                            ";779;"AVDA ";"ATENAS                                            ";"ATENAS                   "
44;"OVIEDO                                            ";2001;"LUGAR";"ATROLLO EL                                        ";"ATROLLO EL               "
44;"OVIEDO                                            ";45;"CALLE";"AUGUSTO JUNQUERA                                  ";"AUGUSTO JUNQUERA         "
44;"OVIEDO                                            ";46;"AVDA ";"AURELIANO SAN ROMAN                               ";"AURELIANO SAN ROMAN      "
44;"OVIEDO                                            ";47;"CALLE";"AURELIO DE LLANO                                  ";"AURELIO DE LLANO         "
44;"OVIEDO                                            ";405;"CALLE";"AURORA DE ALBORNOZ                                ";"AURORA DE ALBORNOZ       "
44;"OVIEDO                                            ";1863;"CALLE";"AUSTRIA                                           ";"AUSTRIA                  "
44;"OVIEDO                                            ";627;"PQUE ";"AVE MARIA                                         ";"AVE MARIA                "
44;"OVIEDO                                            ";48;"CALLE";"AVELLANOS LOS                                     ";"AVELLANOS LOS            "
44;"OVIEDO                                            ";785;"CALLE";"AVILES                                            ";"AVILES                   "
44;"OVIEDO                                            ";710;"CTRA ";"AVILES-SOTO (GODOS)                               ";"AVILES-SOTO              "
44;"OVIEDO                                            ";3305;"LUGAR";"AVIÑO                                             ";"AVIÑO                    "
44;"OVIEDO                                            ";801;"LUGAR";"AYONES                                            ";"AYONES                   "
44;"OVIEDO                                            ";387;"CALLE";"AYUNTAMIENTO                                      ";"AYUNTAMIENTO             "
44;"OVIEDO                                            ";49;"CALLE";"AZCARRAGA                                         ";"AZCARRAGA                "
44;"OVIEDO                                            ";4053;"PSAJE";"BAILON EL                                         ";"BAILON EL                "
44;"OVIEDO                                            ";50;"CALLE";"BALDOMERO FERNANDEZ                               ";"BALDOMERO FERNANDEZ      "
44;"OVIEDO                                            ";1601;"LUGAR";"BARQUERA LA                                       ";"BARQUERA LA              "
44;"OVIEDO                                            ";3602;"LUGAR";"BARRACA LA                                        ";"BARRACA LA               "
44;"OVIEDO                                            ";2535;"LUGAR";"BARREDO                                           ";"BARREDO                  "
44;"OVIEDO                                            ";1201;"LUGAR";"BARREDOS LOS                                      ";"BARREDOS LOS             "
44;"OVIEDO                                            ";3513;"LUGAR";"BARRERO                                           ";"BARRERO                  "
44;"OVIEDO                                            ";1001;"LUGAR";"BARREROS                                          ";"BARREROS                 "
44;"OVIEDO                                            ";2203;"LUGAR";"BARROSA                                           ";"BARROSA                  "
44;"OVIEDO                                            ";2502;"LUGAR";"BARROSA LA                                        ";"BARROSA LA               "
44;"OVIEDO                                            ";1815;"LUGAR";"BARZANA LA-CERDEÑO                                ";"BARZANA LA-CERDEÑO       "
44;"OVIEDO                                            ";3210;"LUGAR";"BAYON                                             ";"BAYON                    "
44;"OVIEDO                                            ";4110;"CALLE";"BEATO JOSE GAFO                                   ";"BEATO JOSE GAFO          "
44;"OVIEDO                                            ";52;"CALLE";"BEGONIAS LAS                                      ";"BEGONIAS LAS             "
44;"OVIEDO                                            ";53;"CALLE";"BELARMINO CABAL                                   ";"BELARMINO CABAL          "
44;"OVIEDO                                            ";1862;"CALLE";"BELGICA                                           ";"BELGICA                  "
44;"OVIEDO                                            ";728;"CALLE";"BELMONTE DE MIRANDA                               ";"BELMONTE DE MIRANDA      "
44;"OVIEDO                                            ";802;"LUGAR";"BELONGA                                           ";"BELONGA                  "
44;"OVIEDO                                            ";2503;"LUGAR";"BELOVIO                                           ";"BELOVIO                  "
44;"OVIEDO                                            ";3201;"LUGAR";"BENDONES                                          ";"BENDONES                 "
44;"OVIEDO                                            ";768;"CALLE";"BENEDICTO SANTOS LOPEZ                            ";"BENEDICTO SANTOS LOPEZ   "
44;"OVIEDO                                            ";54;"CALLE";"BENJAMIN ORTIZ                                    ";"BENJAMIN ORTIZ           "
44;"OVIEDO                                            ";55;"CALLE";"BERMUDEZ DE CASTRO                                ";"BERMUDEZ DE CASTRO       "
44;"OVIEDO                                            ";56;"CALLE";"BERMUDO I EL DIACONO                              ";"BERMUDO I EL DIACONO     "
44;"OVIEDO                                            ";57;"CALLE";"BERNARDO CASIELLES                                ";"BERNARDO CASIELLES       "
44;"OVIEDO                                            ";612;"LUGAR";"BERTEDORIO                                        ";"BERTEDORIO               "
44;"OVIEDO                                            ";4026;"CALLE";"BIMENES                                           ";"BIMENES                  "
44;"OVIEDO                                            ";3514;"LUGAR";"BISUEÑA                                           ";"BISUEÑA                  "
44;"OVIEDO                                            ";1219;"CALLE";"BOAL                                              ";"BOAL                     "
44;"OVIEDO                                            ";2532;"LUGAR";"BOBELA                                            ";"BOBELA                   "
44;"OVIEDO                                            ";4077;"CALLE";"BOCA DEL RIO                                      ";"BOCA DEL RIO             "
44;"OVIEDO                                            ";1611;"LUGAR";"BOCARRERO                                         ";"BOCARRERO                "
44;"OVIEDO                                            ";532;"PLAZA";"BOCHUM                                            ";"BOCHUM                   "
44;"OVIEDO                                            ";1216;"LUGAR";"BOLGACHINA                                        ";"BOLGACHINA               "
44;"OVIEDO                                            ";58;"CTRA ";"BOLGACHINA DE LA                                  ";"BOLGACHINA DE LA         "
44;"OVIEDO                                            ";1101;"LUGAR";"BOLGUINA LA                                       ";"BOLGUINA LA              "
44;"OVIEDO                                            ";613;"PASEO";"BOMBE DEL                                         ";"BOMBE DEL                "
44;"OVIEDO                                            ";3603;"LUGAR";"BOSQUE EL-CRUCES                                  ";"BOSQUE EL-CRUCES         "
44;"OVIEDO                                            ";2824;"LUGAR";"BOSQUE EL-TRUBIA                                  ";"BOSQUE EL-TRUBIA         "
44;"OVIEDO                                            ";1607;"LUGAR";"BOZA DE ABAJO                                     ";"BOZA DE ABAJO            "
44;"OVIEDO                                            ";1606;"LUGAR";"BOZA DE ARRIBA                                    ";"BOZA DE ARRIBA           "
44;"OVIEDO                                            ";3306;"LUGAR";"BRAÑA LA                                          ";"BRAÑA LA                 "
44;"OVIEDO                                            ";3402;"LUGAR";"BRAÑES                                            ";"BRAÑES                   "
44;"OVIEDO                                            ";3604;"LUGAR";"BRAÑIELLA LA-CRUCES                               ";"BRAÑIELLA LA-CRUCES      "
44;"OVIEDO                                            ";661;"CALLE";"BRAVON EL                                         ";"BRAVON EL                "
44;"OVIEDO                                            ";780;"AVDA ";"BRUSELAS DE                                       ";"BRUSELAS DE              "
44;"OVIEDO                                            ";60;"ALTO ";"BUENAVISTA                                        ";"BUENAVISTA               "
44;"OVIEDO                                            ";59;"AVDA ";"BUENAVISTA DE                                     ";"BUENAVISTA DE            "
44;"OVIEDO                                            ";65;"LUGAR";"BUENAVISTA LA ERIA                                ";"BUENAVISTA LA ERIA       "
44;"OVIEDO                                            ";125;"LUGAR";"BUENAVISTA LAS CORTINAS                           ";"BUENAVISTA LAS CORTINAS  "
44;"OVIEDO                                            ";534;"LUGAR";"BUENAVISTA OLIVARES                               ";"BUENAVISTA OLIVARES      "
44;"OVIEDO                                            ";69;"CALLE";"BUENOS AIRES                                      ";"BUENOS AIRES             "
44;"OVIEDO                                            ";1610;"LUGAR";"BURACON EL                                        ";"BURACON EL               "
44;"OVIEDO                                            ";70;"CALLE";"BURRIANA                                          ";"BURRIANA                 "
44;"OVIEDO                                            ";1501;"LUGAR";"CABAÑA LA-NAVES                                   ";"CABAÑA LA-NAVES          "
44;"OVIEDO                                            ";1703;"LUGAR";"CABAÑA LA-OLLONIEGO                               ";"CABAÑA LA-OLLONIEGO      "
44;"OVIEDO                                            ";2504;"LUGAR";"CABAÑA LA-SAN CLAUDIO                             ";"CABAÑA LA-SAN CLAUDIO    "
44;"OVIEDO                                            ";3403;"LUGAR";"CABAÑAS LAS                                       ";"CABAÑAS LAS              "
44;"OVIEDO                                            ";71;"CALLE";"CABO NOVAL                                        ";"CABO NOVAL               "
44;"OVIEDO                                            ";72;"CALLE";"CABO PEÑAS                                        ";"CABO PEÑAS               "
44;"OVIEDO                                            ";698;"PQUE ";"CABORNIA DE LA                                    ";"CABORNIA DE LA           "
44;"OVIEDO                                            ";3307;"LUGAR";"CABORNIO-BOX                                      ";"CABORNIO-BOX             "
44;"OVIEDO                                            ";1202;"LUGAR";"CABORNIO-MANJOYA                                  ";"CABORNIO-MANJOYA         "
44;"OVIEDO                                            ";4027;"CALLE";"CABRANES                                          ";"CABRANES                 "
44;"OVIEDO                                            ";2002;"LUGAR";"CAGIGAL                                           ";"CAGIGAL                  "
44;"OVIEDO                                            ";2301;"LUGAR";"CALDAS LAS                                        ";"CALDAS LAS               "
44;"OVIEDO                                            ";3605;"LUGAR";"CALDERO EL                                        ";"CALDERO EL               "
44;"OVIEDO                                            ";73;"CALLE";"CALDERON DE LA BARCA                              ";"CALDERON DE LA BARCA     "
44;"OVIEDO                                            ";3339;"LUGAR";"CALEYA LA                                         ";"CALEYA LA                "
44;"OVIEDO                                            ";803;"LUGAR";"CALEYO EL                                         ";"CALEYO EL                "
44;"OVIEDO                                            ";1832;"LUGAR";"CALEYUCA LA                                       ";"CALEYUCA LA              "
44;"OVIEDO                                            ";3515;"LUGAR";"CALZADA LA                                        ";"CALZADA LA               "
44;"OVIEDO                                            ";2801;"LUGAR";"CAMALES                                           ";"CAMALES                  "
44;"OVIEDO                                            ";4104;"PQUE ";"CAMINO DE SANTIAGO                                ";"CAMINO DE SANTIAGO       "
44;"OVIEDO                                            ";1820;"CALLE";"CAMINO REAL                                       ";"CAMINO REAL              "
44;"OVIEDO                                            ";810;"CALLE";"CAMPA DE OLIVARES LA                              ";"CAMPA DE OLIVARES LA     "
44;"OVIEDO                                            ";2713;"LUGAR";"CAMPA LA                                          ";"CAMPA LA                 "
44;"OVIEDO                                            ";734;"PASEO";"CAMPAS DE LAS                                     ";"CAMPAS DE LAS            "
44;"OVIEDO                                            ";901;"LUGAR";"CAMPAS LAS                                        ";"CAMPAS LAS               "
44;"OVIEDO                                            ";1102;"LUGAR";"CAMPIELLO-LORIANA                                 ";"CAMPIELLO-LORIANA        "
44;"OVIEDO                                            ";1203;"LUGAR";"CAMPIELLO-MANJOYA                                 ";"CAMPIELLO-MANJOYA        "
44;"OVIEDO                                            ";76;"PSAJE";"CAMPILLO Y COSSIO                                 ";"CAMPILLO Y COSSIO        "
44;"OVIEDO                                            ";2831;"LUGAR";"CAMPO                                             ";"CAMPO                    "
44;"OVIEDO                                            ";77;"PLAZA";"CAMPO DE LA VEGA                                  ";"CAMPO DE LA VEGA         "
44;"OVIEDO                                            ";78;"CALLE";"CAMPO DE LOS PATOS                                ";"CAMPO DE LOS PATOS       "
44;"OVIEDO                                            ";811;"CALLE";"CAMPO DE OLIVARES EL                              ";"CAMPO DE OLIVARES EL     "
44;"OVIEDO                                            ";1502;"LUGAR";"CAMPO EL                                          ";"CAMPO EL                 "
44;"OVIEDO                                            ";79;"CALLE";"CAMPOAMOR                                         ";"CAMPOAMOR                "
44;"OVIEDO                                            ";80;"CALLE";"CAMPOMANES                                        ";"CAMPOMANES               "
44;"OVIEDO                                            ";666;"CALLE";"CAMPOS LOS                                        ";"CAMPOS LOS               "
44;"OVIEDO                                            ";2536;"LUGAR";"CAMPOS LOS-COTAYON (SAN CLAUDIO)                  ";"CAMPOS LOS-COTAYON       "
44;"OVIEDO                                            ";2906;"LUGAR";"CANAL                                             ";"CANAL                    "
44;"OVIEDO                                            ";794;"CALLE";"CANDAMO                                           ";"CANDAMO                  "
44;"OVIEDO                                            ";82;"CALLE";"CANONIGA                                          ";"CANONIGA                 "
44;"OVIEDO                                            ";4044;"AVDA ";"CANTABRICO DEL                                    ";"CANTABRICO DEL           "
44;"OVIEDO                                            ";2402;"LUGAR";"CANTAJU EL                                        ";"CANTAJU EL               "
44;"OVIEDO                                            ";1740;"LUGAR";"CANTARILLON                                       ";"CANTARILLON              "
44;"OVIEDO                                            ";606;"LUGAR";"CANTERAS DEL PICAYON                              ";"CANTERAS DEL PICAYON     "
44;"OVIEDO                                            ";4055;"PSAJE";"CANTERONA LA                                      ";"CANTERONA LA             "
44;"OVIEDO                                            ";1510;"LUGAR";"CANTIL                                            ";"CANTIL                   "
44;"OVIEDO                                            ";1739;"LUGAR";"CANTIQUIN                                         ";"CANTIQUIN                "
44;"OVIEDO                                            ";2012;"LUGAR";"CANTO EL                                          ";"CANTO EL                 "
44;"OVIEDO                                            ";2530;"BARRO";"CANTULLOSO                                        ";"CANTULLOSO               "
44;"OVIEDO                                            ";1704;"LUGAR";"CAPILLA LA                                        ";"CAPILLA LA               "
44;"OVIEDO                                            ";1002;"LUGAR";"CARAVIA                                           ";"CARAVIA                  "
44;"OVIEDO                                            ";3202;"LUGAR";"CARBAJAL                                          ";"CARBAJAL                 "
44;"OVIEDO                                            ";2702;"LUGAR";"CARBALLINOS LOS                                   ";"CARBALLINOS LOS          "
44;"OVIEDO                                            ";2703;"LUGAR";"CARBAYEDA LA                                      ";"CARBAYEDA LA             "
44;"OVIEDO                                            ";3331;"LUGAR";"CARBAYEU                                          ";"CARBAYEU                 "
44;"OVIEDO                                            ";84;"PLAZA";"CARBAYON DEL                                      ";"CARBAYON DEL             "
44;"OVIEDO                                            ";902;"LUGAR";"CARBAYON EL                                       ";"CARBAYON EL              "
44;"OVIEDO                                            ";2537;"LUGAR";"CARBAYOS                                          ";"CARBAYOS                 "
44;"OVIEDO                                            ";2013;"LUGAR";"CARBONERO                                         ";"CARBONERO                "
44;"OVIEDO                                            ";2206;"LUGAR";"CARCABA                                           ";"CARCABA                  "
44;"OVIEDO                                            ";1503;"LUGAR";"CARCABA LA                                        ";"CARCABA LA               "
44;"OVIEDO                                            ";745;"CALLE";"CARDENAL ALVAREZ MARTINEZ                         ";"CARDENAL ALVAREZ MARTINEZ"
44;"OVIEDO                                            ";85;"CALLE";"CARDENAL ARCE OCHOTORENA                          ";"CARDENAL ARCE OCHOTORENA "
44;"OVIEDO                                            ";86;"CALLE";"CARDENAL CIENFUEGOS                               ";"CARDENAL CIENFUEGOS      "
44;"OVIEDO                                            ";87;"CALLE";"CARDENAL INGUANZO                                 ";"CARDENAL INGUANZO        "
44;"OVIEDO                                            ";4171;"PLAZA";"CARDENAL TARANCON                                 ";"CARDENAL TARANCON        "
44;"OVIEDO                                            ";3324;"CTRA ";"CARGADERO DEL                                     ";"CARGADERO DEL            "
44;"OVIEDO                                            ";536;"CMNO ";"CARISA DE LA                                      ";"CARISA DE LA             "
44;"OVIEDO                                            ";88;"CALLE";"CARLOS ASENSIO BRETONES                           ";"CARLOS ASENSIO BRETONES  "
44;"OVIEDO                                            ";673;"CALLE";"CARLOS BOUSOÑO                                    ";"CARLOS BOUSOÑO           "
44;"OVIEDO                                            ";4118;"PLAZA";"CARLOS OSORO                                      ";"CARLOS OSORO             "
44;"OVIEDO                                            ";620;"CALLE";"CARLOS PRIETO                                     ";"CARLOS PRIETO            "
44;"OVIEDO                                            ";723;"CALLE";"CARLOS SAINZ                                      ";"CARLOS SAINZ             "
44;"OVIEDO                                            ";4151;"PLAZA";"CARMEN PRIETO ALVAREZ-VALDES                      ";"CARMEN PRIETO ALVAREZ-VAL"
44;"OVIEDO                                            ";4145;"CALLE";"CARMEN RUIZ-TILVE ARIAS                           ";"CARMEN RUIZ-TILVE ARIAS  "
44;"OVIEDO                                            ";2407;"LUGAR";"CARNERA                                           ";"CARNERA                  "
44;"OVIEDO                                            ";89;"CALLE";"CARPIO                                            ";"CARPIO                   "
44;"OVIEDO                                            ";787;"CALLE";"CARREÑO                                           ";"CARREÑO                  "
44;"OVIEDO                                            ";90;"CALLE";"CARREÑO DE MIRANDA                                ";"CARREÑO DE MIRANDA       "
44;"OVIEDO                                            ";2107;"LUGAR";"CARRERA LA                                        ";"CARRERA LA               "
44;"OVIEDO                                            ";3001;"LUGAR";"CARRILES LOS                                      ";"CARRILES LOS             "
44;"OVIEDO                                            ";91;"CALLE";"CARTA PUEBLA                                      ";"CARTA PUEBLA             "
44;"OVIEDO                                            ";1514;"LUGAR";"CARUDIA                                           ";"CARUDIA                  "
44;"OVIEDO                                            ";812;"CALLE";"CASA LA MORENA DE OLIVARES                        ";"CASA LA MORENA-OLIVARES  "
44;"OVIEDO                                            ";1405;"LUGAR";"CASA LICOS                                        ";"CASA LICOS               "
44;"OVIEDO                                            ";813;"CALLE";"CASA MANIN DE OLIVARES                            ";"CASA MANIN  DE OLIVARES  "
44;"OVIEDO                                            ";1401;"LUGAR";"CASARES-NARANCO                                   ";"CASARES-NARANCO          "
44;"OVIEDO                                            ";1705;"LUGAR";"CASARES-OLLONIEGO                                 ";"CASARES-OLLONIEGO        "
44;"OVIEDO                                            ";3203;"LUGAR";"CASAS DE LA CARRETERA                             ";"CASAS DE LA CARRETERA    "
44;"OVIEDO                                            ";2710;"LUGAR";"CASAS DEL MONTE                                   ";"CASAS DEL MONTE          "
44;"OVIEDO                                            ";386;"LUGAR";"CASAS DEL TUNEL                                   ";"CASAS DEL TUNEL          "
44;"OVIEDO                                            ";722;"LUGAR";"CASCAYU EL (NO OFICIAL)                           ";"CASCAYU EL (NO OFICIAL)  "
44;"OVIEDO                                            ";1204;"LUGAR";"CASERON EL                                        ";"CASERON EL               "
44;"OVIEDO                                            ";2003;"LUGAR";"CASIELLES-PEREDA                                  ";"CASIELLES-PEREDA         "
44;"OVIEDO                                            ";2302;"LUGAR";"CASIELLES-PRIORIO                                 ";"CASIELLES-PRIORIO        "
44;"OVIEDO                                            ";4028;"CALLE";"CASO                                              ";"CASO                     "
44;"OVIEDO                                            ";2408;"LUGAR";"CASONA                                            ";"CASONA                   "
44;"OVIEDO                                            ";92;"PSAJE";"CASTAÑOS DE LOS                                   ";"CASTAÑOS DE LOS          "
44;"OVIEDO                                            ";3341;"LUGAR";"CASTIELLO                                         ";"CASTIELLO                "
44;"OVIEDO                                            ";3404;"LUGAR";"CASTIELLO EL                                      ";"CASTIELLO EL             "
44;"OVIEDO                                            ";93;"PLAZA";"CASTILLA DE                                       ";"CASTILLA DE              "
44;"OVIEDO                                            ";795;"CALLE";"CASTRILLON                                        ";"CASTRILLON               "
44;"OVIEDO                                            ";1220;"CALLE";"CASTROPOL                                         ";"CASTROPOL                "
44;"OVIEDO                                            ";2829;"BARRO";"CATALUÑA                                          ";"CATALUÑA                 "
44;"OVIEDO                                            ";95;"CALLE";"CATEDRATICO ADOLFO ALVAREZ-BUYLLA                 ";"C. ADOLFO ALVAREZ-BUYLLA "
44;"OVIEDO                                            ";96;"CALLE";"CATEDRATICO FRANCISCO BECEÑA                      ";"C. FRANCISCO BECEÑA      "
44;"OVIEDO                                            ";97;"CALLE";"CATEDRATICO GIMENO                                ";"CATEDRATICO GIMENO       "
44;"OVIEDO                                            ";98;"CALLE";"CATEDRATICO JOSE MARIA SERRANO                    ";"C. JOSE MARIA SERRANO    "
44;"OVIEDO                                            ";588;"CALLE";"CATEDRATICO LUIS SELA SAMPIL                      ";"C. LUIS SELA SAMPIL      "
44;"OVIEDO                                            ";99;"CALLE";"CATEDRATICO MIGUEL TRAVIESAS                      ";"C. MIGUEL TRAVIESAS      "
44;"OVIEDO                                            ";585;"CALLE";"CATEDRATICO PEREZ CASAS                           ";"CATEDRATICO PEREZ CASAS  "
44;"OVIEDO                                            ";100;"CALLE";"CATEDRATICO RODRIGO URIA                          ";"CATEDRATICO RODRIGO URIA "
44;"OVIEDO                                            ";1115;"LUGAR";"CAVA                                              ";"CAVA                     "
44;"OVIEDO                                            ";101;"CALLE";"CAVEDA                                            ";"CAVEDA                   "
44;"OVIEDO                                            ";102;"CALLE";"CELESTINO ALVAREZ                                 ";"CELESTINO ALVAREZ        "
44;"OVIEDO                                            ";104;"CALLE";"CELESTINO VILLAMIL                                ";"CELESTINO VILLAMIL       "
44;"OVIEDO                                            ";2820;"CALLE";"CELESTINO ZUAZUA                                  ";"CELESTINO ZUAZUA         "
44;"OVIEDO                                            ";814;"CALLE";"CENTENAL DE OLIVARES EL                           ";"CENTENAL DE OLIVARES EL  "
44;"OVIEDO                                            ";382;"CMNO ";"CERAMICA DE LA                                    ";"CERAMICA DE LA           "
44;"OVIEDO                                            ";1845;"TRVA ";"CERDEÑO-SANTANDER SEGUNDA                         ";"CERDEÑO-SANTANDER SEGUNDA"
44;"OVIEDO                                            ";105;"PSAJE";"CEREZOS DE LOS                                    ";"CEREZOS DE LOS           "
44;"OVIEDO                                            ";106;"CALLE";"CERVANTES                                         ";"CERVANTES                "
44;"OVIEDO                                            ";13;"CALLE";"CHARLES DARWIN                                    ";"CHARLES DARWIN           "
44;"OVIEDO                                            ";539;"CALLE";"CHAVIA                                            ";"CHAVIA                   "
44;"OVIEDO                                            ";134;"CALLE";"CHILE                                             ";"CHILE                    "
44;"OVIEDO                                            ";2534;"TRVA ";"CIDA-SAN CLAUDIO                                  ";"CIDA-SAN CLAUDIO         "
44;"OVIEDO                                            ";2505;"LUGAR";"CIDA-SAN CLAUDIO                                  ";"CIDA-SAN CLAUDIO         "
44;"OVIEDO                                            ";107;"CLLJA";"CIEGA DE LA                                       ";"CIEGA DE LA              "
44;"OVIEDO                                            ";108;"CALLE";"CIMADEVILLA                                       ";"CIMADEVILLA              "
44;"OVIEDO                                            ";2506;"LUGAR";"CIMADEVILLA-SAN CLAUDIO                           ";"CIMADEVILLA-SAN CLAUDIO  "
44;"OVIEDO                                            ";109;"CALLE";"CIRIACO MIGUEL VIGIL                              ";"CIRIACO MIGUEL VIGIL     "
44;"OVIEDO                                            ";609;"PQUE ";"CIUDAD DE TAMPA                                   ";"CIUDAD DE TAMPA          "
